week_start_date,product_id,product_name,units_sold,gross_revenue_usd,returns,net_revenue_usd,promo_active,weather_score
2023-06-12,PROD008,Focaccia,89,623.0,0,623.0,No,5.8
2023-06-12,PROD009,Pumpkin Pie Slice,44,220.0,1,215.0,No,8.5
2023-06-12,PROD010,Macaron (6-pack),68,646.0,0,646.0,No,7.1
2023-06-12,PROD011,Banana Bread Slice,152,456.0,0,456.0,No,5.1
2023-06-12,PROD012,Lemon Tart,114,598.5,0,598.5,Yes,7.4
2023-06-12,PROD013,Pretzel,167,459.25,0,459.25,No,3.6
2023-06-12,PROD014,Red Velvet Cupcake,102,459.0,0,459.0,No,4.0
2023-06-12,PROD015,Gingerbread Cookie,108,270.0,0,270.0,No,4.7
2023-06-19,PROD001,Sourdough Loaf,135,1147.5,0,1147.5,No,7.5
2023-06-19,PROD002,Croissant,191,716.25,0,716.25,No,6.7
2023-06-19,PROD003,Cinnamon Roll,196,833.0,0,833.0,No,6.4
2023-06-19,PROD004,Baguette,178,623.0,0,623.0,No,6.7
2023-06-19,PROD005,Blueberry Muffin,174,565.5,0,565.5,No,5.4
2023-06-19,PROD006,Chocolate Éclair,100,475.0,0,475.0,No,4.1
2023-06-19,PROD007,Almond Tart,63,346.5,1,341.0,No,8.2
2023-06-19,PROD008,Focaccia,82,574.0,0,574.0,No,7.5
2023-06-19,PROD009,Pumpkin Pie Slice,39,195.0,0,195.0,No,3.6
2023-06-19,PROD010,Macaron (6-pack),77,731.5,0,731.5,Yes,8.4
2023-06-19,PROD011,Banana Bread Slice,153,459.0,0,459.0,No,8.2
2023-06-19,PROD012,Lemon Tart,74,388.5,0,388.5,No,4.4
2023-06-19,PROD013,Pretzel,139,382.25,0,382.25,No,6.6
2023-06-19,PROD014,Red Velvet Cupcake,87,391.5,1,387.0,No,5.4
2023-06-19,PROD015,Gingerbread Cookie,104,260.0,0,260.0,No,4.7
2023-06-26,PROD001,Sourdough Loaf,132,1122.0,1,1113.5,No,6.0
2023-06-26,PROD002,Croissant,262,982.5,0,982.5,Yes,7.3
2023-06-26,PROD003,Cinnamon Roll,202,858.5,1,854.25,Yes,4.9
2023-06-26,PROD004,Baguette,149,521.5,1,518.0,No,9.4
2023-06-26,PROD005,Blueberry Muffin,175,568.75,0,568.75,No,6.9
2023-06-26,PROD006,Chocolate Éclair,122,579.5,0,579.5,Yes,9.3
2023-06-26,PROD007,Almond Tart,58,319.0,0,319.0,No,5.0
2023-06-26,PROD008,Focaccia,74,518.0,0,518.0,No,3.1
2023-06-26,PROD009,Pumpkin Pie Slice,43,215.0,0,215.0,No,9.4
2023-06-26,PROD010,Macaron (6-pack),51,484.5,2,465.5,Yes,4.7
2023-06-26,PROD011,Banana Bread Slice,213,639.0,0,639.0,No,9.2
2023-06-26,PROD012,Lemon Tart,77,404.25,0,404.25,No,5.6
2023-06-26,PROD013,Pretzel,222,610.5,0,610.5,No,8.7
2023-06-26,PROD014,Red Velvet Cupcake,110,495.0,0,495.0,No,6.7
2023-06-26,PROD015,Gingerbread Cookie,100,250.0,0,250.0,No,3.9
2023-07-03,PROD001,Sourdough Loaf,137,1164.5,0,1164.5,No,7.4
2023-07-03,PROD002,Croissant,246,922.5,0,922.5,No,8.9
2023-07-03,PROD003,Cinnamon Roll,190,807.5,0,807.5,No,8.0
2023-07-03,PROD004,Baguette,194,679.0,0,679.0,Yes,6.5
2023-07-03,PROD005,Blueberry Muffin,243,789.75,0,789.75,Yes,8.5
2023-07-03,PROD006,Chocolate Éclair,108,513.0,0,513.0,No,9.2
2023-07-03,PROD007,Almond Tart,61,335.5,0,335.5,No,8.3
2023-07-03,PROD008,Focaccia,93,651.0,0,651.0,Yes,3.9
2023-07-03,PROD009,Pumpkin Pie Slice,39,195.0,0,195.0,No,7.0
2023-07-03,PROD010,Macaron (6-pack),48,456.0,0,456.0,No,3.2
2023-07-03,PROD011,Banana Bread Slice,152,456.0,0,456.0,No,3.9
2023-07-03,PROD012,Lemon Tart,82,430.5,0,430.5,Yes,5.5
2023-07-03,PROD013,Pretzel,182,500.5,1,497.75,Yes,4.5
2023-07-03,PROD014,Red Velvet Cupcake,131,589.5,0,589.5,No,4.4
2023-07-03,PROD015,Gingerbread Cookie,109,272.5,0,272.5,No,4.3
2023-07-10,PROD001,Sourdough Loaf,167,1419.5,1,1411.0,No,7.5
2023-07-10,PROD002,Croissant,220,825.0,0,825.0,No,5.8
2023-07-10,PROD003,Cinnamon Roll,163,692.75,1,688.5,No,5.6
2023-07-10,PROD004,Baguette,146,511.0,0,511.0,No,6.5
2023-07-10,PROD005,Blueberry Muffin,201,653.25,1,650.0,Yes,6.0
2023-07-10,PROD006,Chocolate Éclair,63,299.25,0,299.25,No,4.6
2023-07-10,PROD007,Almond Tart,63,346.5,1,341.0,No,8.0
2023-07-10,PROD008,Focaccia,124,868.0,0,868.0,Yes,5.9
2023-07-10,PROD009,Pumpkin Pie Slice,48,240.0,1,235.0,Yes,4.9
2023-07-10,PROD010,Macaron (6-pack),55,522.5,0,522.5,No,8.9
2023-07-10,PROD011,Banana Bread Slice,148,444.0,0,444.0,No,4.2
2023-07-10,PROD012,Lemon Tart,66,346.5,0,346.5,No,6.6
2023-07-10,PROD013,Pretzel,210,577.5,1,574.75,No,8.8
2023-07-10,PROD014,Red Velvet Cupcake,101,454.5,0,454.5,No,3.6
2023-07-10,PROD015,Gingerbread Cookie,155,387.5,0,387.5,Yes,7.8
2023-07-17,PROD001,Sourdough Loaf,153,1300.5,0,1300.5,No,7.1
2023-07-17,PROD002,Croissant,242,907.5,0,907.5,No,7.0
2023-07-17,PROD003,Cinnamon Roll,188,799.0,1,794.75,No,3.3
2023-07-17,PROD004,Baguette,167,584.5,0,584.5,No,4.1
2023-07-17,PROD005,Blueberry Muffin,148,481.0,1,477.75,No,3.3
2023-07-17,PROD006,Chocolate Éclair,108,513.0,1,508.25,No,4.2
2023-07-17,PROD007,Almond Tart,59,324.5,0,324.5,No,3.0
2023-07-17,PROD008,Focaccia,90,630.0,0,630.0,No,8.2
2023-07-17,PROD009,Pumpkin Pie Slice,38,190.0,0,190.0,No,4.4
2023-07-17,PROD010,Macaron (6-pack),48,456.0,1,446.5,No,3.0
2023-07-17,PROD011,Banana Bread Slice,161,483.0,0,483.0,No,7.1
2023-07-17,PROD012,Lemon Tart,84,441.0,0,441.0,Yes,5.3
2023-07-17,PROD013,Pretzel,230,632.5,0,632.5,Yes,6.8
2023-07-17,PROD014,Red Velvet Cupcake,164,738.0,0,738.0,Yes,9.5
2023-07-17,PROD015,Gingerbread Cookie,102,255.0,0,255.0,No,7.3
2023-07-24,PROD001,Sourdough Loaf,120,1020.0,0,1020.0,No,7.9
2023-07-24,PROD002,Croissant,276,1035.0,0,1035.0,Yes,8.0
2023-07-24,PROD003,Cinnamon Roll,251,1066.75,0,1066.75,No,8.5
2023-07-24,PROD004,Baguette,162,567.0,0,567.0,No,3.8
2023-07-24,PROD005,Blueberry Muffin,152,494.0,0,494.0,No,4.4
2023-07-24,PROD006,Chocolate Éclair,103,489.25,0,489.25,No,9.4
2023-07-24,PROD007,Almond Tart,68,374.0,0,374.0,No,8.1
2023-07-24,PROD008,Focaccia,92,644.0,0,644.0,No,8.5
2023-07-24,PROD009,Pumpkin Pie Slice,51,255.0,0,255.0,No,7.0
2023-07-24,PROD010,Macaron (6-pack),65,617.5,0,617.5,No,6.2
2023-07-24,PROD011,Banana Bread Slice,111,333.0,0,333.0,No,4.3
2023-07-24,PROD012,Lemon Tart,74,388.5,0,388.5,No,8.2
2023-07-24,PROD013,Pretzel,155,426.25,0,426.25,No,3.3
2023-07-24,PROD014,Red Velvet Cupcake,101,454.5,0,454.5,No,4.4
2023-07-24,PROD015,Gingerbread Cookie,116,290.0,0,290.0,Yes,5.0
2023-07-31,PROD001,Sourdough Loaf,114,969.0,0,969.0,No,3.7
2023-07-31,PROD002,Croissant,254,952.5,0,952.5,No,8.4
2023-07-31,PROD003,Cinnamon Roll,189,803.25,0,803.25,No,9.0
2023-07-31,PROD004,Baguette,202,707.0,0,707.0,Yes,4.0
2023-07-31,PROD005,Blueberry Muffin,154,500.5,1,497.25,No,8.8
2023-07-31,PROD006,Chocolate Éclair,133,631.75,0,631.75,Yes,6.4
2023-07-31,PROD007,Almond Tart,75,412.5,0,412.5,No,6.6
2023-07-31,PROD008,Focaccia,94,658.0,0,658.0,No,8.2
2023-07-31,PROD009,Pumpkin Pie Slice,58,290.0,0,290.0,Yes,8.5
2023-07-31,PROD010,Macaron (6-pack),85,807.5,0,807.5,Yes,6.9
2023-07-31,PROD011,Banana Bread Slice,198,594.0,0,594.0,Yes,8.1
2023-07-31,PROD012,Lemon Tart,80,420.0,1,414.75,No,3.6
2023-07-31,PROD013,Pretzel,190,522.5,0,522.5,No,8.4
2023-07-31,PROD014,Red Velvet Cupcake,125,562.5,0,562.5,No,3.2
2023-07-31,PROD015,Gingerbread Cookie,143,357.5,0,357.5,Yes,6.3
2023-08-07,PROD001,Sourdough Loaf,101,858.5,1,850.0,No,6.1
2023-08-07,PROD002,Croissant,214,802.5,2,795.0,No,5.1
2023-08-07,PROD003,Cinnamon Roll,207,879.75,0,879.75,No,9.5
2023-08-07,PROD004,Baguette,215,752.5,0,752.5,Yes,5.5
2023-08-07,PROD005,Blueberry Muffin,237,770.25,1,767.0,Yes,8.5
2023-08-07,PROD006,Chocolate Éclair,121,574.75,0,574.75,No,8.8
2023-08-07,PROD007,Almond Tart,97,533.5,0,533.5,Yes,7.9
2023-08-07,PROD008,Focaccia,80,560.0,0,560.0,No,4.3
2023-08-07,PROD009,Pumpkin Pie Slice,47,235.0,0,235.0,No,4.8
2023-08-07,PROD010,Macaron (6-pack),82,779.0,0,779.0,Yes,9.2
2023-08-07,PROD011,Banana Bread Slice,144,432.0,1,429.0,No,4.8
2023-08-07,PROD012,Lemon Tart,75,393.75,1,388.5,No,6.7
2023-08-07,PROD013,Pretzel,186,511.5,0,511.5,No,3.3
2023-08-07,PROD014,Red Velvet Cupcake,106,477.0,0,477.0,No,3.3
2023-08-07,PROD015,Gingerbread Cookie,115,287.5,0,287.5,No,8.8
2023-08-14,PROD001,Sourdough Loaf,123,1045.5,0,1045.5,No,5.9
2023-08-14,PROD002,Croissant,251,941.25,0,941.25,No,8.3
2023-08-14,PROD003,Cinnamon Roll,200,850.0,0,850.0,No,8.0
2023-08-14,PROD004,Baguette,149,521.5,0,521.5,No,3.6
2023-08-14,PROD005,Blueberry Muffin,140,455.0,0,455.0,No,8.0
2023-08-14,PROD006,Chocolate Éclair,99,470.25,0,470.25,No,4.7
2023-08-14,PROD007,Almond Tart,86,473.0,0,473.0,Yes,9.0
2023-08-14,PROD008,Focaccia,97,679.0,0,679.0,No,3.4
2023-08-14,PROD009,Pumpkin Pie Slice,46,230.0,0,230.0,No,8.5
2023-08-14,PROD010,Macaron (6-pack),65,617.5,0,617.5,No,5.6
2023-08-14,PROD011,Banana Bread Slice,215,645.0,0,645.0,Yes,6.6
2023-08-14,PROD012,Lemon Tart,71,372.75,0,372.75,No,4.6
2023-08-14,PROD013,Pretzel,255,701.25,0,701.25,Yes,6.1
2023-08-14,PROD014,Red Velvet Cupcake,136,612.0,0,612.0,No,9.4
2023-08-14,PROD015,Gingerbread Cookie,116,290.0,0,290.0,No,7.5
2023-08-21,PROD001,Sourdough Loaf,160,1360.0,0,1360.0,No,8.4
2023-08-21,PROD002,Croissant,235,881.25,0,881.25,No,5.1
2023-08-21,PROD003,Cinnamon Roll,216,918.0,0,918.0,No,6.9
2023-08-21,PROD004,Baguette,164,574.0,0,574.0,No,8.3
2023-08-21,PROD005,Blueberry Muffin,189,614.25,0,614.25,No,3.9
2023-08-21,PROD006,Chocolate Éclair,106,503.5,0,503.5,No,8.3
2023-08-21,PROD007,Almond Tart,57,313.5,0,313.5,No,7.0
2023-08-21,PROD008,Focaccia,89,623.0,0,623.0,No,8.7
2023-08-21,PROD009,Pumpkin Pie Slice,56,280.0,0,280.0,No,9.1
2023-08-21,PROD010,Macaron (6-pack),58,551.0,0,551.0,No,9.4
2023-08-21,PROD011,Banana Bread Slice,153,459.0,0,459.0,No,8.5
2023-08-21,PROD012,Lemon Tart,88,462.0,2,451.5,No,9.3
2023-08-21,PROD013,Pretzel,234,643.5,0,643.5,Yes,4.8
2023-08-21,PROD014,Red Velvet Cupcake,109,490.5,0,490.5,No,6.8
2023-08-21,PROD015,Gingerbread Cookie,86,215.0,0,215.0,No,4.4
2023-08-28,PROD001,Sourdough Loaf,182,1547.0,0,1547.0,Yes,6.6
2023-08-28,PROD002,Croissant,219,821.25,0,821.25,No,8.7
2023-08-28,PROD003,Cinnamon Roll,294,1249.5,0,1249.5,Yes,7.2
2023-08-28,PROD004,Baguette,184,644.0,0,644.0,No,3.9
2023-08-28,PROD005,Blueberry Muffin,213,692.25,1,689.0,No,8.6
2023-08-28,PROD006,Chocolate Éclair,88,418.0,0,418.0,No,6.0
2023-08-28,PROD007,Almond Tart,66,363.0,0,363.0,No,5.5
2023-08-28,PROD008,Focaccia,102,714.0,0,714.0,No,7.8
2023-08-28,PROD009,Pumpkin Pie Slice,46,230.0,0,230.0,No,9.0
2023-08-28,PROD010,Macaron (6-pack),58,551.0,0,551.0,No,5.4
2023-08-28,PROD011,Banana Bread Slice,140,420.0,1,417.0,No,3.5
2023-08-28,PROD012,Lemon Tart,59,309.75,0,309.75,No,4.8
2023-08-28,PROD013,Pretzel,193,530.75,0,530.75,No,7.0
2023-08-28,PROD014,Red Velvet Cupcake,144,648.0,0,648.0,No,7.4
2023-08-28,PROD015,Gingerbread Cookie,119,297.5,0,297.5,No,7.0
2023-09-04,PROD001,Sourdough Loaf,133,1130.5,0,1130.5,No,8.9
2023-09-04,PROD002,Croissant,236,885.0,0,885.0,No,5.3
2023-09-04,PROD003,Cinnamon Roll,201,854.25,0,854.25,No,6.9
2023-09-04,PROD004,Baguette,143,500.5,0,500.5,No,4.7
2023-09-04,PROD005,Blueberry Muffin,152,494.0,0,494.0,No,4.9
2023-09-04,PROD006,Chocolate Éclair,133,631.75,0,631.75,Yes,6.2
2023-09-04,PROD007,Almond Tart,70,385.0,0,385.0,No,7.0
2023-09-04,PROD008,Focaccia,76,532.0,0,532.0,No,7.8
2023-09-04,PROD009,Pumpkin Pie Slice,37,185.0,0,185.0,No,5.4
2023-09-04,PROD010,Macaron (6-pack),61,579.5,0,579.5,No,4.5
2023-09-04,PROD011,Banana Bread Slice,188,564.0,0,564.0,No,9.3
2023-09-04,PROD012,Lemon Tart,77,404.25,0,404.25,No,8.4
2023-09-04,PROD013,Pretzel,176,484.0,0,484.0,No,7.7
2023-09-04,PROD014,Red Velvet Cupcake,140,630.0,0,630.0,No,8.5
2023-09-04,PROD015,Gingerbread Cookie,139,347.5,0,347.5,Yes,6.0
2023-09-11,PROD001,Sourdough Loaf,155,1317.5,0,1317.5,No,9.2
2023-09-11,PROD002,Croissant,204,765.0,0,765.0,No,4.7
2023-09-11,PROD003,Cinnamon Roll,199,845.75,0,845.75,No,4.9
2023-09-11,PROD004,Baguette,165,577.5,0,577.5,No,9.2
2023-09-11,PROD005,Blueberry Muffin,188,611.0,0,611.0,No,5.3
2023-09-11,PROD006,Chocolate Éclair,83,394.25,0,394.25,No,4.8
2023-09-11,PROD007,Almond Tart,57,313.5,0,313.5,No,6.8
2023-09-11,PROD008,Focaccia,97,679.0,0,679.0,No,8.0
2023-09-11,PROD009,Pumpkin Pie Slice,48,240.0,0,240.0,No,9.5
2023-09-11,PROD010,Macaron (6-pack),79,750.5,0,750.5,Yes,5.7
2023-09-11,PROD011,Banana Bread Slice,149,447.0,0,447.0,No,5.3
2023-09-11,PROD012,Lemon Tart,60,315.0,0,315.0,No,3.4
2023-09-11,PROD013,Pretzel,170,467.5,1,464.75,No,4.4
2023-09-11,PROD014,Red Velvet Cupcake,158,711.0,0,711.0,Yes,6.9
2023-09-11,PROD015,Gingerbread Cookie,111,277.5,0,277.5,No,7.2
2023-09-18,PROD001,Sourdough Loaf,158,1343.0,0,1343.0,Yes,4.9
2023-09-18,PROD002,Croissant,329,1233.75,0,1233.75,Yes,5.9
2023-09-18,PROD003,Cinnamon Roll,210,892.5,0,892.5,No,8.0
2023-09-18,PROD004,Baguette,177,619.5,2,612.5,No,4.8
2023-09-18,PROD005,Blueberry Muffin,197,640.25,0,640.25,No,8.3
2023-09-18,PROD006,Chocolate Éclair,146,693.5,0,693.5,Yes,9.4
2023-09-18,PROD007,Almond Tart,94,517.0,0,517.0,Yes,6.5
2023-09-18,PROD008,Focaccia,75,525.0,0,525.0,No,3.7
2023-09-18,PROD009,Pumpkin Pie Slice,62,310.0,0,310.0,Yes,7.7
2023-09-18,PROD010,Macaron (6-pack),79,750.5,0,750.5,Yes,6.2
2023-09-18,PROD011,Banana Bread Slice,145,435.0,0,435.0,No,4.0
2023-09-18,PROD012,Lemon Tart,62,325.5,0,325.5,No,3.0
2023-09-18,PROD013,Pretzel,164,451.0,0,451.0,No,7.7
2023-09-18,PROD014,Red Velvet Cupcake,136,612.0,0,612.0,Yes,4.5
2023-09-18,PROD015,Gingerbread Cookie,150,375.0,2,370.0,Yes,6.5
2023-09-25,PROD001,Sourdough Loaf,175,1487.5,0,1487.5,No,5.0
2023-09-25,PROD002,Croissant,267,1001.25,0,1001.25,No,8.5
2023-09-25,PROD003,Cinnamon Roll,208,884.0,0,884.0,No,7.9
2023-09-25,PROD004,Baguette,185,647.5,0,647.5,No,7.3
2023-09-25,PROD005,Blueberry Muffin,157,510.25,1,507.0,No,3.7
2023-09-25,PROD006,Chocolate Éclair,83,394.25,0,394.25,No,4.2
2023-09-25,PROD007,Almond Tart,96,528.0,0,528.0,Yes,9.5
2023-09-25,PROD008,Focaccia,99,693.0,1,686.0,No,6.2
2023-09-25,PROD009,Pumpkin Pie Slice,53,265.0,0,265.0,No,9.3
2023-09-25,PROD010,Macaron (6-pack),61,579.5,0,579.5,No,5.6
2023-09-25,PROD011,Banana Bread Slice,189,567.0,0,567.0,No,6.4
2023-09-25,PROD012,Lemon Tart,63,330.75,0,330.75,No,4.5
2023-09-25,PROD013,Pretzel,234,643.5,0,643.5,No,6.2
2023-09-25,PROD014,Red Velvet Cupcake,130,585.0,0,585.0,No,7.2
2023-09-25,PROD015,Gingerbread Cookie,117,292.5,0,292.5,No,8.9
2023-10-02,PROD001,Sourdough Loaf,117,994.5,0,994.5,No,3.4
2023-10-02,PROD002,Croissant,291,1091.25,0,1091.25,Yes,6.9
2023-10-02,PROD003,Cinnamon Roll,210,892.5,0,892.5,No,8.4
2023-10-02,PROD004,Baguette,147,514.5,0,514.5,No,3.8
2023-10-02,PROD005,Blueberry Muffin,148,481.0,0,481.0,No,4.4
2023-10-02,PROD006,Chocolate Éclair,117,555.75,0,555.75,Yes,3.4
2023-10-02,PROD007,Almond Tart,75,412.5,0,412.5,No,4.1
2023-10-02,PROD008,Focaccia,87,609.0,0,609.0,No,3.9
2023-10-02,PROD009,Pumpkin Pie Slice,56,280.0,0,280.0,Yes,8.7
2023-10-02,PROD010,Macaron (6-pack),84,798.0,0,798.0,Yes,9.0
2023-10-02,PROD011,Banana Bread Slice,144,432.0,0,432.0,No,8.1
2023-10-02,PROD012,Lemon Tart,87,456.75,0,456.75,Yes,3.9
2023-10-02,PROD013,Pretzel,280,770.0,0,770.0,Yes,7.5
2023-10-02,PROD014,Red Velvet Cupcake,147,661.5,0,661.5,No,7.0
2023-10-02,PROD015,Gingerbread Cookie,119,297.5,0,297.5,No,6.6
2023-10-09,PROD001,Sourdough Loaf,126,1071.0,2,1054.0,No,9.3
2023-10-09,PROD002,Croissant,191,716.25,0,716.25,No,6.0
2023-10-09,PROD003,Cinnamon Roll,194,824.5,0,824.5,No,3.3
2023-10-09,PROD004,Baguette,175,612.5,0,612.5,No,6.2
2023-10-09,PROD005,Blueberry Muffin,156,507.0,0,507.0,No,3.4
2023-10-09,PROD006,Chocolate Éclair,114,541.5,0,541.5,No,8.8
2023-10-09,PROD007,Almond Tart,76,418.0,0,418.0,Yes,3.3
2023-10-09,PROD008,Focaccia,81,567.0,0,567.0,No,3.5
2023-10-09,PROD009,Pumpkin Pie Slice,38,190.0,1,185.0,No,6.8
2023-10-09,PROD010,Macaron (6-pack),62,589.0,0,589.0,No,3.7
2023-10-09,PROD011,Banana Bread Slice,166,498.0,0,498.0,No,5.7
2023-10-09,PROD012,Lemon Tart,82,430.5,0,430.5,No,3.4
2023-10-09,PROD013,Pretzel,204,561.0,0,561.0,No,7.0
2023-10-09,PROD014,Red Velvet Cupcake,168,756.0,0,756.0,Yes,5.3
2023-10-09,PROD015,Gingerbread Cookie,89,222.5,0,222.5,No,3.2
2023-10-16,PROD001,Sourdough Loaf,128,1088.0,0,1088.0,No,5.7
2023-10-16,PROD002,Croissant,240,900.0,1,896.25,No,4.9
2023-10-16,PROD003,Cinnamon Roll,239,1015.75,0,1015.75,No,6.8
2023-10-16,PROD004,Baguette,131,458.5,0,458.5,No,5.7
2023-10-16,PROD005,Blueberry Muffin,174,565.5,0,565.5,No,6.0
2023-10-16,PROD006,Chocolate Éclair,109,517.75,0,517.75,No,8.7
2023-10-16,PROD007,Almond Tart,81,445.5,1,440.0,No,9.2
2023-10-16,PROD008,Focaccia,117,819.0,0,819.0,No,5.7
2023-10-16,PROD009,Pumpkin Pie Slice,48,240.0,0,240.0,No,5.8
2023-10-16,PROD010,Macaron (6-pack),70,665.0,0,665.0,No,7.5
2023-10-16,PROD011,Banana Bread Slice,175,525.0,0,525.0,No,7.5
2023-10-16,PROD012,Lemon Tart,73,383.25,0,383.25,No,5.3
2023-10-16,PROD013,Pretzel,255,701.25,0,701.25,No,4.1
2023-10-16,PROD014,Red Velvet Cupcake,141,634.5,0,634.5,No,6.8
2023-10-16,PROD015,Gingerbread Cookie,99,247.5,1,245.0,No,4.2
2023-10-23,PROD001,Sourdough Loaf,161,1368.5,0,1368.5,No,7.6
2023-10-23,PROD002,Croissant,228,855.0,0,855.0,No,6.5
2023-10-23,PROD003,Cinnamon Roll,190,807.5,0,807.5,No,7.5
2023-10-23,PROD004,Baguette,158,553.0,0,553.0,No,7.0
2023-10-23,PROD005,Blueberry Muffin,197,640.25,0,640.25,No,6.3
2023-10-23,PROD006,Chocolate Éclair,95,451.25,0,451.25,No,6.0
2023-10-23,PROD007,Almond Tart,67,368.5,0,368.5,No,7.2
2023-10-23,PROD008,Focaccia,102,714.0,0,714.0,Yes,5.2
2023-10-23,PROD009,Pumpkin Pie Slice,47,235.0,0,235.0,No,7.8
2023-10-23,PROD010,Macaron (6-pack),52,494.0,0,494.0,No,7.9
2023-10-23,PROD011,Banana Bread Slice,154,462.0,0,462.0,No,6.3
2023-10-23,PROD012,Lemon Tart,75,393.75,0,393.75,No,6.3
2023-10-23,PROD013,Pretzel,214,588.5,0,588.5,No,6.5
2023-10-23,PROD014,Red Velvet Cupcake,103,463.5,0,463.5,No,7.4
2023-10-23,PROD015,Gingerbread Cookie,124,310.0,0,310.0,No,8.7
2023-10-30,PROD001,Sourdough Loaf,155,1317.5,1,1309.0,No,4.2
2023-10-30,PROD002,Croissant,287,1076.25,0,1076.25,Yes,4.1
2023-10-30,PROD003,Cinnamon Roll,230,977.5,0,977.5,No,9.2
2023-10-30,PROD004,Baguette,195,682.5,0,682.5,No,7.4
2023-10-30,PROD005,Blueberry Muffin,155,503.75,0,503.75,No,3.1
2023-10-30,PROD006,Chocolate Éclair,147,698.25,0,698.25,Yes,8.2
2023-10-30,PROD007,Almond Tart,62,341.0,0,341.0,No,7.3
2023-10-30,PROD008,Focaccia,81,567.0,0,567.0,No,7.3
2023-10-30,PROD009,Pumpkin Pie Slice,47,235.0,0,235.0,No,8.8
2023-10-30,PROD010,Macaron (6-pack),55,522.5,0,522.5,No,4.5
2023-10-30,PROD011,Banana Bread Slice,208,624.0,1,621.0,Yes,4.8
2023-10-30,PROD012,Lemon Tart,64,336.0,0,336.0,No,4.0
2023-10-30,PROD013,Pretzel,205,563.75,0,563.75,No,8.9
2023-10-30,PROD014,Red Velvet Cupcake,168,756.0,0,756.0,Yes,3.8
2023-10-30,PROD015,Gingerbread Cookie,101,252.5,0,252.5,No,4.3
2023-11-06,PROD001,Sourdough Loaf,159,1351.5,2,1334.5,No,9.4
2023-11-06,PROD002,Croissant,232,870.0,0,870.0,No,3.8
2023-11-06,PROD003,Cinnamon Roll,262,1113.5,0,1113.5,No,8.0
2023-11-06,PROD004,Baguette,159,556.5,0,556.5,No,6.5
2023-11-06,PROD005,Blueberry Muffin,215,698.75,0,698.75,No,4.9
2023-11-06,PROD006,Chocolate Éclair,88,418.0,0,418.0,No,7.3
2023-11-06,PROD007,Almond Tart,72,396.0,0,396.0,No,9.0
2023-11-06,PROD008,Focaccia,126,882.0,0,882.0,Yes,7.4
2023-11-06,PROD009,Pumpkin Pie Slice,61,305.0,0,305.0,Yes,7.0
2023-11-06,PROD010,Macaron (6-pack),65,617.5,0,617.5,No,4.3
2023-11-06,PROD011,Banana Bread Slice,170,510.0,0,510.0,No,8.0
2023-11-06,PROD012,Lemon Tart,83,435.75,2,425.25,No,9.2
2023-11-06,PROD013,Pretzel,174,478.5,0,478.5,No,6.2
2023-11-06,PROD014,Red Velvet Cupcake,113,508.5,0,508.5,No,5.6
2023-11-06,PROD015,Gingerbread Cookie,116,290.0,0,290.0,No,5.5
2023-11-13,PROD001,Sourdough Loaf,139,1181.5,0,1181.5,No,6.6
2023-11-13,PROD002,Croissant,216,810.0,0,810.0,No,7.8
2023-11-13,PROD003,Cinnamon Roll,233,990.25,0,990.25,No,8.8
2023-11-13,PROD004,Baguette,174,609.0,0,609.0,No,8.4
2023-11-13,PROD005,Blueberry Muffin,177,575.25,0,575.25,No,6.4
2023-11-13,PROD006,Chocolate Éclair,103,489.25,0,489.25,No,6.8
2023-11-13,PROD007,Almond Tart,64,352.0,0,352.0,No,4.1
2023-11-13,PROD008,Focaccia,104,728.0,0,728.0,No,8.9
2023-11-13,PROD009,Pumpkin Pie Slice,57,285.0,0,285.0,No,8.3
2023-11-13,PROD010,Macaron (6-pack),62,589.0,0,589.0,No,6.2
2023-11-13,PROD011,Banana Bread Slice,188,564.0,0,564.0,Yes,5.0
2023-11-13,PROD012,Lemon Tart,65,341.25,0,341.25,No,3.8
2023-11-13,PROD013,Pretzel,185,508.75,0,508.75,No,7.2
2023-11-13,PROD014,Red Velvet Cupcake,143,643.5,0,643.5,No,6.2
2023-11-13,PROD015,Gingerbread Cookie,104,260.0,0,260.0,No,5.8
2023-11-20,PROD001,Sourdough Loaf,155,1317.5,0,1317.5,No,9.3
2023-11-20,PROD002,Croissant,263,986.25,0,986.25,Yes,4.7
2023-11-20,PROD003,Cinnamon Roll,259,1100.75,0,1100.75,Yes,6.0
2023-11-20,PROD004,Baguette,160,560.0,1,556.5,No,7.1
2023-11-20,PROD005,Blueberry Muffin,223,724.75,0,724.75,Yes,4.9
2023-11-20,PROD006,Chocolate Éclair,105,498.75,0,498.75,No,8.0
2023-11-20,PROD007,Almond Tart,80,440.0,0,440.0,Yes,5.1
2023-11-20,PROD008,Focaccia,112,784.0,0,784.0,No,7.5
2023-11-20,PROD009,Pumpkin Pie Slice,46,230.0,0,230.0,No,5.3
2023-11-20,PROD010,Macaron (6-pack),64,608.0,1,598.5,No,5.7
2023-11-20,PROD011,Banana Bread Slice,165,495.0,0,495.0,Yes,4.4
2023-11-20,PROD012,Lemon Tart,76,399.0,1,393.75,No,7.5
2023-11-20,PROD013,Pretzel,191,525.25,0,525.25,No,7.6
2023-11-20,PROD014,Red Velvet Cupcake,94,423.0,0,423.0,No,3.8
2023-11-20,PROD015,Gingerbread Cookie,135,337.5,0,337.5,Yes,5.3
