date,day_of_week,hour_slot,visitor_count,avg_dwell_minutes,conversion_rate_pct,temperature_c,precipitation_mm,is_holiday
2023-03-01,Wednesday,13:00-15:00,76,14.0,55.3,11.8,0,No
2023-03-01,Wednesday,15:00-17:00,71,13.7,71.3,11.8,0,No
2023-03-01,Wednesday,17:00-19:00,59,11.7,69.5,11.8,0,No
2023-03-02,Thursday,07:00-09:00,31,14.0,70.5,8.0,3.6,No
2023-03-02,Thursday,09:00-11:00,77,13.8,65.2,8.0,3.6,No
2023-03-02,Thursday,11:00-13:00,105,12.1,51.9,8.0,3.6,No
2023-03-02,Thursday,13:00-15:00,58,16.8,65.0,8.0,3.6,No
2023-03-02,Thursday,15:00-17:00,67,16.0,55.6,8.0,3.6,No
2023-03-02,Thursday,17:00-19:00,55,11.0,72.4,8.0,3.6,No
2023-03-03,Friday,07:00-09:00,33,6.3,66.0,15.0,8.6,No
2023-03-03,Friday,09:00-11:00,84,19.1,74.0,15.0,8.6,No
2023-03-03,Friday,11:00-13:00,72,9.1,61.0,15.0,8.6,No
2023-03-03,Friday,13:00-15:00,70,13.3,69.2,15.0,8.6,No
2023-03-03,Friday,15:00-17:00,91,13.8,67.9,15.0,8.6,No
2023-03-03,Friday,17:00-19:00,23,19.8,62.9,15.0,8.6,No
2023-03-04,Saturday,07:00-09:00,76,11.8,61.1,34.6,1.3,No
2023-03-04,Saturday,09:00-11:00,134,14.5,72.6,34.6,1.3,No
2023-03-04,Saturday,11:00-13:00,156,12.5,64.9,34.6,1.3,No
2023-03-04,Saturday,13:00-15:00,102,20.6,69.9,34.6,1.3,No
2023-03-04,Saturday,15:00-17:00,97,18.1,54.5,34.6,1.3,No
2023-03-04,Saturday,17:00-19:00,93,14.6,60.4,34.6,1.3,No
2023-03-05,Sunday,07:00-09:00,45,20.2,50.3,25.5,8.2,No
2023-03-05,Sunday,09:00-11:00,100,12.3,66.5,25.5,8.2,No
2023-03-05,Sunday,11:00-13:00,93,17.0,63.0,25.5,8.2,No
2023-03-05,Sunday,13:00-15:00,58,12.4,72.1,25.5,8.2,No
2023-03-05,Sunday,15:00-17:00,85,13.6,76.1,25.5,8.2,No
2023-03-05,Sunday,17:00-19:00,82,19.2,61.6,25.5,8.2,No
2023-03-06,Monday,07:00-09:00,42,12.2,47.7,20.4,0,No
2023-03-06,Monday,09:00-11:00,126,17.6,65.1,20.4,0,No
2023-03-06,Monday,11:00-13:00,103,14.6,73.1,20.4,0,No
2023-03-06,Monday,13:00-15:00,73,13.2,66.6,20.4,0,No
2023-03-06,Monday,15:00-17:00,84,11.8,67.0,20.4,0,No
2023-03-06,Monday,17:00-19:00,48,16.6,62.9,20.4,0,No
2023-03-07,Tuesday,07:00-09:00,52,17.2,53.3,21.7,0,No
2023-03-07,Tuesday,09:00-11:00,97,13.6,62.9,21.7,0,No
2023-03-07,Tuesday,11:00-13:00,102,21.8,43.3,21.7,0,No
2023-03-07,Tuesday,13:00-15:00,102,16.9,68.0,21.7,0,No
2023-03-07,Tuesday,15:00-17:00,88,10.0,66.5,21.7,0,No
2023-03-07,Tuesday,17:00-19:00,57,16.4,57.0,21.7,0,No
2023-03-08,Wednesday,07:00-09:00,55,18.4,60.0,19.9,0,No
2023-03-08,Wednesday,09:00-11:00,109,13.1,53.3,19.9,0,No
2023-03-08,Wednesday,11:00-13:00,139,25.7,47.9,19.9,0,No
2023-03-08,Wednesday,13:00-15:00,84,11.6,58.3,19.9,0,No
2023-03-08,Wednesday,15:00-17:00,79,18.6,53.1,19.9,0,No
2023-03-08,Wednesday,17:00-19:00,61,15.7,62.9,19.9,0,No
2023-03-09,Thursday,07:00-09:00,33,20.3,64.1,4.1,0,No
2023-03-09,Thursday,09:00-11:00,69,17.5,48.1,4.1,0,No
2023-03-09,Thursday,11:00-13:00,92,15.3,55.7,4.1,0,No
2023-03-09,Thursday,13:00-15:00,56,9.6,69.8,4.1,0,No
2023-03-09,Thursday,15:00-17:00,73,12.3,61.2,4.1,0,No
2023-03-09,Thursday,17:00-19:00,48,15.8,58.9,4.1,0,No
2023-03-10,Friday,07:00-09:00,49,12.7,59.5,22.4,0,No
2023-03-10,Friday,09:00-11:00,66,17.5,57.5,22.4,0,No
2023-03-10,Friday,11:00-13:00,124,12.0,52.9,22.4,0,No
2023-03-10,Friday,13:00-15:00,94,7.0,61.6,22.4,0,No
2023-03-10,Friday,15:00-17:00,82,15.3,62.6,22.4,0,No
2023-03-10,Friday,17:00-19:00,64,19.6,63.9,22.4,0,No
2023-03-11,Saturday,07:00-09:00,56,17.4,62.8,11.0,0,No
2023-03-11,Saturday,09:00-11:00,126,14.0,74.6,11.0,0,No
2023-03-11,Saturday,11:00-13:00,169,18.5,53.3,11.0,0,No
2023-03-11,Saturday,13:00-15:00,98,19.1,67.8,11.0,0,No
2023-03-11,Saturday,15:00-17:00,105,9.8,55.6,11.0,0,No
2023-03-11,Saturday,17:00-19:00,76,18.0,75.0,11.0,0,No
2023-03-12,Sunday,07:00-09:00,69,18.6,67.9,11.1,0.4,No
2023-03-12,Sunday,09:00-11:00,141,17.2,62.4,11.1,0.4,No
2023-03-12,Sunday,11:00-13:00,136,14.9,58.3,11.1,0.4,No
2023-03-12,Sunday,13:00-15:00,68,9.8,60.3,11.1,0.4,No
2023-03-12,Sunday,15:00-17:00,126,15.7,50.3,11.1,0.4,No
2023-03-12,Sunday,17:00-19:00,71,13.0,58.9,11.1,0.4,No
2023-03-13,Monday,07:00-09:00,43,13.3,58.1,11.8,0,No
2023-03-13,Monday,09:00-11:00,99,14.0,79.5,11.8,0,No
2023-03-13,Monday,11:00-13:00,113,14.7,63.3,11.8,0,No
2023-03-13,Monday,13:00-15:00,71,16.6,51.1,11.8,0,No
2023-03-13,Monday,15:00-17:00,114,17.9,74.5,11.8,0,No
2023-03-13,Monday,17:00-19:00,66,10.7,51.0,11.8,0,No
2023-03-14,Tuesday,07:00-09:00,48,10.8,54.2,24.2,3.3,No
2023-03-14,Tuesday,09:00-11:00,74,17.7,58.8,24.2,3.3,No
2023-03-14,Tuesday,11:00-13:00,98,15.3,67.6,24.2,3.3,No
2023-03-14,Tuesday,13:00-15:00,77,19.8,63.1,24.2,3.3,No
2023-03-14,Tuesday,15:00-17:00,90,14.2,64.2,24.2,3.3,No
2023-03-14,Tuesday,17:00-19:00,69,13.0,73.0,24.2,3.3,No
2023-03-15,Wednesday,07:00-09:00,34,17.6,37.6,31.0,4.3,No
2023-03-15,Wednesday,09:00-11:00,93,12.3,48.2,31.0,4.3,No
2023-03-15,Wednesday,11:00-13:00,136,11.6,62.0,31.0,4.3,No
2023-03-15,Wednesday,13:00-15:00,78,11.5,72.1,31.0,4.3,No
2023-03-15,Wednesday,15:00-17:00,58,19.9,62.6,31.0,4.3,No
2023-03-15,Wednesday,17:00-19:00,51,17.1,74.1,31.0,4.3,No
2023-03-16,Thursday,07:00-09:00,41,12.7,79.5,6.6,0,No
2023-03-16,Thursday,09:00-11:00,90,9.5,65.0,6.6,0,No
2023-03-16,Thursday,11:00-13:00,105,9.3,61.6,6.6,0,No
2023-03-16,Thursday,13:00-15:00,65,20.7,63.8,6.6,0,No
2023-03-16,Thursday,15:00-17:00,84,16.1,56.6,6.6,0,No
2023-03-16,Thursday,17:00-19:00,56,15.9,64.1,6.6,0,No
2023-03-17,Friday,07:00-09:00,32,18.0,63.0,9.6,2.0,No
2023-03-17,Friday,09:00-11:00,108,18.3,61.4,9.6,2.0,No
2023-03-17,Friday,11:00-13:00,108,12.5,56.2,9.6,2.0,No
2023-03-17,Friday,13:00-15:00,84,20.9,65.5,9.6,2.0,No
2023-03-17,Friday,15:00-17:00,50,17.7,62.0,9.6,2.0,No
2023-03-17,Friday,17:00-19:00,43,13.6,54.7,9.6,2.0,No
2023-03-18,Saturday,07:00-09:00,77,8.1,65.9,15.7,3.3,No
2023-03-18,Saturday,09:00-11:00,88,15.4,78.0,15.7,3.3,No
2023-03-18,Saturday,11:00-13:00,124,13.7,60.0,15.7,3.3,No
2023-03-18,Saturday,13:00-15:00,84,4.1,63.0,15.7,3.3,No
2023-03-18,Saturday,15:00-17:00,142,18.0,65.8,15.7,3.3,No
2023-03-18,Saturday,17:00-19:00,66,16.3,71.0,15.7,3.3,No
2023-03-19,Sunday,07:00-09:00,56,13.8,57.3,16.5,0,No
2023-03-19,Sunday,09:00-11:00,131,15.4,70.0,16.5,0,No
2023-03-19,Sunday,11:00-13:00,144,11.9,43.4,16.5,0,No
2023-03-19,Sunday,13:00-15:00,85,16.4,77.2,16.5,0,No
2023-03-19,Sunday,15:00-17:00,79,15.2,57.0,16.5,0,No
2023-03-19,Sunday,17:00-19:00,86,9.9,63.5,16.5,0,No
2023-03-20,Monday,07:00-09:00,55,22.2,48.5,8.4,0,No
2023-03-20,Monday,09:00-11:00,91,12.5,63.5,8.4,0,No
2023-03-20,Monday,11:00-13:00,122,12.1,52.1,8.4,0,No
2023-03-20,Monday,13:00-15:00,65,15.8,69.0,8.4,0,No
2023-03-20,Monday,15:00-17:00,74,17.1,53.5,8.4,0,No
2023-03-20,Monday,17:00-19:00,49,10.8,73.0,8.4,0,No
2023-03-21,Tuesday,07:00-09:00,47,14.2,61.0,21.0,10.4,No
2023-03-21,Tuesday,09:00-11:00,47,10.6,66.7,21.0,10.4,No
2023-03-21,Tuesday,11:00-13:00,51,18.0,56.9,21.0,10.4,No
2023-03-21,Tuesday,13:00-15:00,56,15.5,61.8,21.0,10.4,No
2023-03-21,Tuesday,15:00-17:00,89,5.7,75.2,21.0,10.4,No
2023-03-21,Tuesday,17:00-19:00,54,17.6,73.6,21.0,10.4,No
2023-03-22,Wednesday,07:00-09:00,52,10.3,59.1,28.2,0.2,No
2023-03-22,Wednesday,09:00-11:00,83,13.1,64.0,28.2,0.2,No
2023-03-22,Wednesday,11:00-13:00,113,16.8,62.2,28.2,0.2,No
2023-03-22,Wednesday,13:00-15:00,96,17.3,58.4,28.2,0.2,No
2023-03-22,Wednesday,15:00-17:00,92,13.1,59.7,28.2,0.2,No
2023-03-22,Wednesday,17:00-19:00,59,6.4,50.2,28.2,0.2,No
2023-03-23,Thursday,07:00-09:00,30,11.2,64.1,18.6,4.4,No
2023-03-23,Thursday,09:00-11:00,88,19.3,68.9,18.6,4.4,No
2023-03-23,Thursday,11:00-13:00,76,18.2,65.2,18.6,4.4,No
2023-03-23,Thursday,13:00-15:00,62,20.9,53.2,18.6,4.4,No
2023-03-23,Thursday,15:00-17:00,80,17.6,58.6,18.6,4.4,No
2023-03-23,Thursday,17:00-19:00,39,5.8,58.5,18.6,4.4,No
2023-03-24,Friday,07:00-09:00,42,4.9,64.6,3.8,0,No
2023-03-24,Friday,09:00-11:00,78,7.6,55.7,3.8,0,No
2023-03-24,Friday,11:00-13:00,109,11.1,65.3,3.8,0,No
2023-03-24,Friday,13:00-15:00,85,13.9,61.1,3.8,0,No
2023-03-24,Friday,15:00-17:00,83,18.1,73.3,3.8,0,No
2023-03-24,Friday,17:00-19:00,61,10.4,66.1,3.8,0,No
2023-03-25,Saturday,07:00-09:00,50,16.3,68.1,13.0,6.1,No
2023-03-25,Saturday,09:00-11:00,109,12.1,61.9,13.0,6.1,No
2023-03-25,Saturday,11:00-13:00,104,12.9,66.0,13.0,6.1,No
2023-03-25,Saturday,13:00-15:00,94,14.9,57.1,13.0,6.1,No
2023-03-25,Saturday,15:00-17:00,113,13.1,45.5,13.0,6.1,No
2023-03-25,Saturday,17:00-19:00,66,18.4,69.2,13.0,6.1,No
2023-03-26,Sunday,07:00-09:00,60,15.0,67.8,18.0,2.8,No
2023-03-26,Sunday,09:00-11:00,119,7.3,63.3,18.0,2.8,No
2023-03-26,Sunday,11:00-13:00,159,14.2,73.4,18.0,2.8,No
2023-03-26,Sunday,13:00-15:00,86,14.3,59.7,18.0,2.8,No
2023-03-26,Sunday,15:00-17:00,110,20.9,55.1,18.0,2.8,No
2023-03-26,Sunday,17:00-19:00,80,17.1,60.5,18.0,2.8,No
2023-03-27,Monday,07:00-09:00,30,11.8,59.0,1.6,2.6,No
2023-03-27,Monday,09:00-11:00,59,12.8,67.4,1.6,2.6,No
2023-03-27,Monday,11:00-13:00,76,17.1,45.3,1.6,2.6,No
2023-03-27,Monday,13:00-15:00,34,19.1,51.6,1.6,2.6,No
2023-03-27,Monday,15:00-17:00,94,14.2,49.6,1.6,2.6,No
2023-03-27,Monday,17:00-19:00,55,14.8,61.2,1.6,2.6,No
2023-03-28,Tuesday,07:00-09:00,53,12.0,62.1,22.0,5.4,No
2023-03-28,Tuesday,09:00-11:00,99,10.8,47.1,22.0,5.4,No
2023-03-28,Tuesday,11:00-13:00,70,13.5,73.4,22.0,5.4,No
2023-03-28,Tuesday,13:00-15:00,63,17.3,59.5,22.0,5.4,No
2023-03-28,Tuesday,15:00-17:00,52,7.9,74.8,22.0,5.4,No
2023-03-28,Tuesday,17:00-19:00,46,12.7,56.8,22.0,5.4,No
2023-03-29,Wednesday,07:00-09:00,38,10.4,79.7,1.9,2.6,No
2023-03-29,Wednesday,09:00-11:00,58,8.2,63.8,1.9,2.6,No
2023-03-29,Wednesday,11:00-13:00,86,12.3,53.8,1.9,2.6,No
2023-03-29,Wednesday,13:00-15:00,68,12.1,46.3,1.9,2.6,No
2023-03-29,Wednesday,15:00-17:00,83,9.1,61.6,1.9,2.6,No
2023-03-29,Wednesday,17:00-19:00,42,12.3,62.0,1.9,2.6,No
2023-03-30,Thursday,07:00-09:00,62,13.6,77.9,28.2,0,No
2023-03-30,Thursday,09:00-11:00,81,9.0,63.1,28.2,0,No
2023-03-30,Thursday,11:00-13:00,130,16.4,73.7,28.2,0,No
2023-03-30,Thursday,13:00-15:00,76,24.0,77.6,28.2,0,No
2023-03-30,Thursday,15:00-17:00,127,15.7,58.4,28.2,0,No
2023-03-30,Thursday,17:00-19:00,73,12.8,74.5,28.2,0,No
2023-03-31,Friday,07:00-09:00,37,8.8,72.0,5.1,0,No
2023-03-31,Friday,09:00-11:00,74,6.9,62.7,5.1,0,No
2023-03-31,Friday,11:00-13:00,97,16.5,45.9,5.1,0,No
2023-03-31,Friday,13:00-15:00,53,17.4,64.9,5.1,0,No
2023-03-31,Friday,15:00-17:00,96,10.5,60.2,5.1,0,No
2023-03-31,Friday,17:00-19:00,38,16.3,41.7,5.1,0,No
2023-04-01,Saturday,07:00-09:00,52,17.3,67.6,9.6,3.1,No
2023-04-01,Saturday,09:00-11:00,115,11.8,59.2,9.6,3.1,No
2023-04-01,Saturday,11:00-13:00,153,12.1,66.8,9.6,3.1,No
2023-04-01,Saturday,13:00-15:00,90,9.2,70.9,9.6,3.1,No
2023-04-01,Saturday,15:00-17:00,87,19.0,64.9,9.6,3.1,No
2023-04-01,Saturday,17:00-19:00,73,7.9,68.3,9.6,3.1,No
2023-04-02,Sunday,07:00-09:00,75,18.2,58.8,20.5,0,No
2023-04-02,Sunday,09:00-11:00,130,21.8,62.9,20.5,0,No
2023-04-02,Sunday,11:00-13:00,149,20.7,60.4,20.5,0,No
2023-04-02,Sunday,13:00-15:00,112,13.0,57.9,20.5,0,No
2023-04-02,Sunday,15:00-17:00,114,20.5,70.8,20.5,0,No
2023-04-02,Sunday,17:00-19:00,66,17.4,63.5,20.5,0,No
2023-04-03,Monday,07:00-09:00,36,21.7,51.9,2.8,1.9,No
2023-04-03,Monday,09:00-11:00,66,14.7,68.5,2.8,1.9,No
2023-04-03,Monday,11:00-13:00,100,13.7,63.7,2.8,1.9,No
2023-04-03,Monday,13:00-15:00,52,12.4,46.8,2.8,1.9,No
2023-04-03,Monday,15:00-17:00,77,12.9,60.4,2.8,1.9,No
2023-04-03,Monday,17:00-19:00,24,15.3,46.4,2.8,1.9,No
2023-04-04,Tuesday,07:00-09:00,53,5.9,62.9,14.0,0,No
2023-04-04,Tuesday,09:00-11:00,96,10.7,67.2,14.0,0,No
2023-04-04,Tuesday,11:00-13:00,96,14.6,59.6,14.0,0,No
2023-04-04,Tuesday,13:00-15:00,75,13.5,55.6,14.0,0,No
2023-04-04,Tuesday,15:00-17:00,103,11.1,58.5,14.0,0,No
2023-04-04,Tuesday,17:00-19:00,55,10.8,74.7,14.0,0,No
2023-04-05,Wednesday,07:00-09:00,52,12.6,56.1,16.8,1.0,No
2023-04-05,Wednesday,09:00-11:00,74,9.7,65.3,16.8,1.0,No
2023-04-05,Wednesday,11:00-13:00,123,12.3,63.8,16.8,1.0,No
2023-04-05,Wednesday,13:00-15:00,64,11.8,55.8,16.8,1.0,No
2023-04-05,Wednesday,15:00-17:00,86,12.5,65.5,16.8,1.0,No
2023-04-05,Wednesday,17:00-19:00,37,5.9,78.0,16.8,1.0,No
2023-04-06,Thursday,07:00-09:00,53,15.3,43.0,12.9,0,No
2023-04-06,Thursday,09:00-11:00,98,17.6,68.5,12.9,0,No
2023-04-06,Thursday,11:00-13:00,102,17.6,69.6,12.9,0,No
2023-04-06,Thursday,13:00-15:00,88,14.1,66.0,12.9,0,No
2023-04-06,Thursday,15:00-17:00,72,16.1,57.9,12.9,0,No
2023-04-06,Thursday,17:00-19:00,53,13.8,48.2,12.9,0,No
2023-04-07,Friday,07:00-09:00,57,16.4,65.3,26.9,1.7,No
2023-04-07,Friday,09:00-11:00,84,11.1,55.6,26.9,1.7,No
2023-04-07,Friday,11:00-13:00,130,14.1,70.3,26.9,1.7,No
2023-04-07,Friday,13:00-15:00,89,16.4,58.9,26.9,1.7,No
2023-04-07,Friday,15:00-17:00,51,7.9,49.8,26.9,1.7,No
2023-04-07,Friday,17:00-19:00,62,18.4,68.0,26.9,1.7,No
2023-04-08,Saturday,07:00-09:00,40,10.8,67.0,-11.7,13.9,No
2023-04-08,Saturday,09:00-11:00,95,12.2,46.5,-11.7,13.9,No
2023-04-08,Saturday,11:00-13:00,84,13.0,59.6,-11.7,13.9,No
2023-04-08,Saturday,13:00-15:00,54,16.9,49.2,-11.7,13.9,No
2023-04-08,Saturday,15:00-17:00,70,13.7,67.2,-11.7,13.9,No
2023-04-08,Saturday,17:00-19:00,41,16.4,51.5,-11.7,13.9,No
2023-04-09,Sunday,07:00-09:00,61,12.3,70.0,15.1,0,No
2023-04-09,Sunday,09:00-11:00,108,18.4,62.3,15.1,0,No
2023-04-09,Sunday,11:00-13:00,153,15.0,51.6,15.1,0,No
2023-04-09,Sunday,13:00-15:00,90,16.6,65.2,15.1,0,No
2023-04-09,Sunday,15:00-17:00,113,12.3,66.8,15.1,0,No
2023-04-09,Sunday,17:00-19:00,83,16.4,61.0,15.1,0,No
2023-04-10,Monday,07:00-09:00,50,15.2,78.3,26.6,1.2,No
2023-04-10,Monday,09:00-11:00,88,12.7,71.5,26.6,1.2,No
2023-04-10,Monday,11:00-13:00,137,17.6,55.2,26.6,1.2,No
2023-04-10,Monday,13:00-15:00,103,19.5,61.8,26.6,1.2,No
2023-04-10,Monday,15:00-17:00,67,13.6,60.7,26.6,1.2,No
2023-04-10,Monday,17:00-19:00,58,16.2,63.0,26.6,1.2,No
2023-04-11,Tuesday,07:00-09:00,55,17.8,56.6,18.4,0,No
2023-04-11,Tuesday,09:00-11:00,90,13.5,53.7,18.4,0,No
2023-04-11,Tuesday,11:00-13:00,104,13.0,59.2,18.4,0,No
2023-04-11,Tuesday,13:00-15:00,69,4.7,67.2,18.4,0,No
2023-04-11,Tuesday,15:00-17:00,71,5.5,65.4,18.4,0,No
2023-04-11,Tuesday,17:00-19:00,64,11.8,57.4,18.4,0,No
2023-04-12,Wednesday,07:00-09:00,41,9.0,56.3,7.3,0,No
2023-04-12,Wednesday,09:00-11:00,72,17.8,74.7,7.3,0,No
2023-04-12,Wednesday,11:00-13:00,92,20.4,47.1,7.3,0,No
2023-04-12,Wednesday,13:00-15:00,90,14.0,68.3,7.3,0,No
2023-04-12,Wednesday,15:00-17:00,56,12.8,56.0,7.3,0,No
2023-04-12,Wednesday,17:00-19:00,58,21.4,71.3,7.3,0,No
2023-04-13,Thursday,07:00-09:00,49,10.9,80.2,15.8,0,No
2023-04-13,Thursday,09:00-11:00,121,15.7,81.4,15.8,0,No
2023-04-13,Thursday,11:00-13:00,118,12.0,45.9,15.8,0,No
2023-04-13,Thursday,13:00-15:00,69,7.8,54.3,15.8,0,No
2023-04-13,Thursday,15:00-17:00,95,16.1,56.1,15.8,0,No
2023-04-13,Thursday,17:00-19:00,54,13.8,65.6,15.8,0,No
2023-04-14,Friday,07:00-09:00,44,11.5,66.2,21.7,3.0,No
2023-04-14,Friday,09:00-11:00,66,15.2,52.2,21.7,3.0,No
2023-04-14,Friday,11:00-13:00,124,11.3,56.8,21.7,3.0,No
2023-04-14,Friday,13:00-15:00,64,11.5,50.3,21.7,3.0,No
2023-04-14,Friday,15:00-17:00,75,12.1,56.2,21.7,3.0,No
2023-04-14,Friday,17:00-19:00,51,19.0,56.4,21.7,3.0,No
2023-04-15,Saturday,07:00-09:00,38,10.3,53.7,5.5,7.1,No
2023-04-15,Saturday,09:00-11:00,89,11.3,69.1,5.5,7.1,No
2023-04-15,Saturday,11:00-13:00,92,23.6,49.4,5.5,7.1,No
2023-04-15,Saturday,13:00-15:00,63,16.6,59.3,5.5,7.1,No
2023-04-15,Saturday,15:00-17:00,71,12.7,57.3,5.5,7.1,No
2023-04-15,Saturday,17:00-19:00,67,17.2,52.6,5.5,7.1,No
2023-04-16,Sunday,07:00-09:00,67,16.9,67.7,20.3,3.4,No
2023-04-16,Sunday,09:00-11:00,124,20.6,55.8,20.3,3.4,No
2023-04-16,Sunday,11:00-13:00,191,14.7,53.8,20.3,3.4,No
2023-04-16,Sunday,13:00-15:00,65,17.1,69.1,20.3,3.4,No
2023-04-16,Sunday,15:00-17:00,95,8.5,58.0,20.3,3.4,No
2023-04-16,Sunday,17:00-19:00,70,16.6,62.5,20.3,3.4,No
2023-04-17,Monday,07:00-09:00,35,16.2,47.6,15.5,1.6,No
2023-04-17,Monday,09:00-11:00,132,9.2,46.7,15.5,1.6,No
2023-04-17,Monday,11:00-13:00,156,13.9,61.1,15.5,1.6,No
2023-04-17,Monday,13:00-15:00,65,11.7,63.5,15.5,1.6,No
2023-04-17,Monday,15:00-17:00,101,11.1,66.1,15.5,1.6,No
2023-04-17,Monday,17:00-19:00,51,12.6,65.2,15.5,1.6,No
2023-04-18,Tuesday,07:00-09:00,36,14.1,69.1,13.4,3.0,No
2023-04-18,Tuesday,09:00-11:00,79,10.7,48.4,13.4,3.0,No
2023-04-18,Tuesday,11:00-13:00,123,7.6,59.7,13.4,3.0,No
2023-04-18,Tuesday,13:00-15:00,77,14.0,62.5,13.4,3.0,No
2023-04-18,Tuesday,15:00-17:00,63,11.1,78.3,13.4,3.0,No
2023-04-18,Tuesday,17:00-19:00,39,18.7,59.6,13.4,3.0,No
2023-04-19,Wednesday,07:00-09:00,66,9.1,62.8,29.7,0,No
2023-04-19,Wednesday,09:00-11:00,108,10.7,63.7,29.7,0,No
2023-04-19,Wednesday,11:00-13:00,146,16.3,60.6,29.7,0,No
2023-04-19,Wednesday,13:00-15:00,71,18.2,62.5,29.7,0,No
2023-04-19,Wednesday,15:00-17:00,101,18.6,68.6,29.7,0,No
2023-04-19,Wednesday,17:00-19:00,59,14.4,61.5,29.7,0,No
2023-04-20,Thursday,07:00-09:00,39,14.7,50.9,15.7,0,No
2023-04-20,Thursday,09:00-11:00,120,10.9,60.6,15.7,0,No
2023-04-20,Thursday,11:00-13:00,145,13.6,57.9,15.7,0,No
2023-04-20,Thursday,13:00-15:00,76,14.0,61.1,15.7,0,No
2023-04-20,Thursday,15:00-17:00,101,9.8,67.0,15.7,0,No
2023-04-20,Thursday,17:00-19:00,63,16.8,68.2,15.7,0,No
2023-04-21,Friday,07:00-09:00,31,5.6,84.1,14.0,2.9,No
2023-04-21,Friday,09:00-11:00,71,17.4,68.3,14.0,2.9,No
2023-04-21,Friday,11:00-13:00,71,14.2,71.3,14.0,2.9,No
2023-04-21,Friday,13:00-15:00,79,14.8,54.1,14.0,2.9,No
2023-04-21,Friday,15:00-17:00,70,7.5,63.9,14.0,2.9,No
2023-04-21,Friday,17:00-19:00,46,20.8,58.3,14.0,2.9,No
2023-04-22,Saturday,07:00-09:00,68,14.5,76.3,20.2,4.6,No
2023-04-22,Saturday,09:00-11:00,121,9.1,66.6,20.2,4.6,No
2023-04-22,Saturday,11:00-13:00,158,14.2,61.3,20.2,4.6,No
2023-04-22,Saturday,13:00-15:00,91,9.0,66.8,20.2,4.6,No
2023-04-22,Saturday,15:00-17:00,97,11.4,61.2,20.2,4.6,No
2023-04-22,Saturday,17:00-19:00,72,13.5,74.4,20.2,4.6,No
2023-04-23,Sunday,07:00-09:00,47,15.1,72.3,10.7,0,No
2023-04-23,Sunday,09:00-11:00,138,12.0,58.7,10.7,0,No
2023-04-23,Sunday,11:00-13:00,166,9.5,64.4,10.7,0,No
2023-04-23,Sunday,13:00-15:00,100,11.4,65.7,10.7,0,No
2023-04-23,Sunday,15:00-17:00,111,16.1,67.3,10.7,0,No
2023-04-23,Sunday,17:00-19:00,75,16.6,56.1,10.7,0,No
2023-04-24,Monday,07:00-09:00,45,13.6,59.5,2.7,1.0,No
2023-04-24,Monday,09:00-11:00,82,12.8,63.2,2.7,1.0,No
2023-04-24,Monday,11:00-13:00,112,16.4,73.8,2.7,1.0,No
2023-04-24,Monday,13:00-15:00,55,14.2,79.0,2.7,1.0,No
2023-04-24,Monday,15:00-17:00,71,14.1,58.2,2.7,1.0,No
2023-04-24,Monday,17:00-19:00,41,13.3,68.3,2.7,1.0,No
2023-04-25,Tuesday,07:00-09:00,44,18.7,60.0,8.3,0,No
2023-04-25,Tuesday,09:00-11:00,95,11.0,51.4,8.3,0,No
2023-04-25,Tuesday,11:00-13:00,109,11.9,52.7,8.3,0,No
2023-04-25,Tuesday,13:00-15:00,86,13.8,51.3,8.3,0,No
2023-04-25,Tuesday,15:00-17:00,70,12.2,60.3,8.3,0,No
2023-04-25,Tuesday,17:00-19:00,67,15.6,64.0,8.3,0,No
2023-04-26,Wednesday,07:00-09:00,64,16.7,73.0,7.5,0,No
2023-04-26,Wednesday,09:00-11:00,67,15.5,70.1,7.5,0,No
2023-04-26,Wednesday,11:00-13:00,145,19.5,57.0,7.5,0,No
2023-04-26,Wednesday,13:00-15:00,60,7.3,64.2,7.5,0,No
2023-04-26,Wednesday,15:00-17:00,69,13.5,67.8,7.5,0,No
2023-04-26,Wednesday,17:00-19:00,61,12.0,45.6,7.5,0,No
2023-04-27,Thursday,07:00-09:00,40,12.6,54.5,15.9,0,No
2023-04-27,Thursday,09:00-11:00,112,17.2,67.8,15.9,0,No
2023-04-27,Thursday,11:00-13:00,92,14.5,75.5,15.9,0,No
2023-04-27,Thursday,13:00-15:00,67,15.6,67.6,15.9,0,No
2023-04-27,Thursday,15:00-17:00,96,13.3,64.7,15.9,0,No
2023-04-27,Thursday,17:00-19:00,57,16.6,61.1,15.9,0,No
2023-04-28,Friday,07:00-09:00,39,13.0,69.6,18.7,0,No
2023-04-28,Friday,09:00-11:00,105,8.9,61.4,18.7,0,No
2023-04-28,Friday,11:00-13:00,98,17.5,62.2,18.7,0,No
2023-04-28,Friday,13:00-15:00,77,9.2,57.3,18.7,0,No
2023-04-28,Friday,15:00-17:00,119,14.5,52.6,18.7,0,No
2023-04-28,Friday,17:00-19:00,58,13.4,55.9,18.7,0,No
2023-04-29,Saturday,07:00-09:00,65,16.0,63.6,19.0,0,No
2023-04-29,Saturday,09:00-11:00,152,12.5,73.0,19.0,0,No
2023-04-29,Saturday,11:00-13:00,176,12.9,72.9,19.0,0,No
2023-04-29,Saturday,13:00-15:00,122,24.6,69.1,19.0,0,No
2023-04-29,Saturday,15:00-17:00,127,13.8,70.6,19.0,0,No
